cid,iupac_name,smiles_canonical,molecular_formula,hydrogen_bond_acceptors,hydrogen_bond_donors,rotatable_bonds,log_p,molecular_weight,heavy_atom_count,polar_surface_area,atom_surface_coefficient,no_lipinski_violations,cosine_similarity,tanimoto_similarity,combined_75
874005,2-(5-bromo-2-furyl)-1H-benzimidazole,C1=CC=C2C(=C1)NC(=N2)C3=CC=C(O3)Br,C11H7BrN2O,2,1,1,3.585400000000001,261.974174944,15,41.82,0.3586800573888092,0,0.8542781906838548,0.38,0.7357086430128911
14592771,6-chloro-2-(5-nitro-2-furyl)-1H-benzimidazole,C1=CC2=C(C=C1Cl)NC(=N2)C3=CC=C(O3)[N+](=O)[O-],C11H6ClN3O3,4,1,2,3.384500000000001,263.009768732,18,84.96,0.211864406779661,0,0.996522436491031,0.625,0.9036418273682733
58156070,1-(5-bromo-6-fluoro-1H-benzimidazol-2-yl)pyrazole-4-carboxylic acid,C1=C2C(=CC(=C1F)Br)N=C(N2)N3C=C(C=N3)C(=O)O,C11H6BrFN4O2,4,2,2,2.3484,323.96581575199997,19,83.8,0.2267303102625298,0,0.9231166983296797,0.15714285714285714,0.731623238032974
53319830,2-(5-nitro-2-furyl)-N'-(3-phenoxybenzoyl)-3H-benzimidazole-5-carbohydrazide,C1=CC=C(C=C1)OC2=CC=CC(=C2)C(=O)NNC(=O)C3=CC4=C(C=C3)N=C(N4)C5=CC=C(O5)[N+](=O)[O-],C25H17N5O6,7,3,6,4.598200000000002,483.11788326400006,36,152.39,0.236235973489074,0,0.9357490019527608,0.45454545454545453,0.8154481151009342
60646448,2-(3-chlorophenyl)-4-methyl-1H-benzimidazole,CC1=C2C(=CC=C1)NC(=N2)C3=CC(=CC=C3)Cl,C14H11ClN2,1,1,1,4.191720000000002,242.061076032,17,28.68,0.592747559274756,0,0.7303676435831946,0.22033898305084745,0.6028604784501078
352929,2-pyrazin-2-yl-1H-benzimidazole,C1=CC=C2C(=C1)NC(=N2)C3=NC=CN=C3,C11H8N4,3,1,1,2.0199,196.074896256,15,54.46,0.2754315093646713,0,0.9580758277439483,0.23214285714285715,0.7765925850936756
146036139,1-(1H-benzimidazol-2-yl)pyridin-4-one,C1=CC=C2C(=C1)NC(=N2)N3C=CC(=O)C=C3,C12H9N3O,3,1,1,1.7137999999999995,211.074561908,16,50.68,0.3157063930544593,0,0.9391007701664709,0.19298245614035087,0.7525711916599409
135391919,"2-(5-nitro-2-furyl)-N-(3,4,5-trimethoxyphenyl)-3H-benzimidazole-5-carboxamide",COC1=CC(=CC(=C1OC)OC)NC(=O)C2=CC3=C(C=C2)N=C(N3)C4=CC=C(O4)[N+](=O)[O-],C21H18N4O7,8,2,7,4.009200000000002,438.117548916,32,141.75,0.2257495590828924,0,0.9327749344170897,0.47692307692307695,0.8188119700435865
136677264,2-(6-hydroxy-1H-benzimidazol-2-yl)thiazol-4-one,C1C(=O)N=C(S1)C2=NC3=C(N2)C=C(C=C3)O,C10H7N3O2S,4,2,1,1.2884999999999998,233.025897464,16,78.34,0.2042379371968343,0,0.8190995261044074,0.2459016393442623,0.6758000544143711
158393,6-fluoro-2-(5-nitro-2-furyl)-1H-benzimidazole,C1=CC2=C(C=C1F)NC(=N2)C3=CC=C(O3)[N+](=O)[O-],C11H6FN3O3,4,1,2,2.8702000000000014,247.039319272,18,84.96,0.211864406779661,0,0.9991245668184172,0.625,0.9055934251138129
58156098,"1-(4,5,6-trichloro-1H-benzimidazol-2-yl)pyrazole-4-carboxylic acid",C1=C2C(=C(C(=C1Cl)Cl)Cl)N=C(N2)N3C=C(C=N3)C(=O)O,C11H5Cl3N4O2,4,2,2,3.407000000000001,329.94780843999996,20,83.8,0.2386634844868735,0,0.9582192940228096,0.12857142857142856,0.7508073276599644
