cid,iupac_name,smiles_canonical,molecular_formula,hydrogen_bond_acceptors,hydrogen_bond_donors,rotatable_bonds,log_p,molecular_weight,heavy_atom_count,polar_surface_area,atom_surface_coefficient,no_lipinski_violations
5020742,"2,4-dibromo-6-[[(3-isopropyl-1H-benzimidazol-3-ium-2-yl)amino]methyl]phenolate",CC(C)[N+]1=C(NC2=CC=CC=C21)NCC3=C(C(=CC(=C3)Br)Br)[O-],C17H17Br2N3O,2,2,4,4.2470000000000026,436.973836364,23,54.75999999999999,0.42001460920379846,0
135464617,4-bromo-2-[(E)-2-(2-quinolyl)vinyl]phenol,C1=CC=C2C(=C1)C=CC(=N2)C=CC3=C(C=CC(=C3)Br)O,C17H12BrNO,2,1,2,4.873300000000003,325.01022610399997,20,33.120000000000005,0.6038647342995168,0
115299036,5-fluoro-2-hydroxy-N-(2-naphthyl)benzamide,C1=CC=C2C=C(C=CC2=C1)NC(=O)C3=C(C=CC(=C3)F)O,C17H12FNO2,2,2,2,3.936800000000002,281.08520684399997,21,49.33,0.4257044394891547,0
20872835,"N-[(3,4-dichlorophenyl)methyl]indan-2-amine",C1C(CC2=CC=CC=C21)NCC3=CC(=C(C=C3)Cl)Cl,C16H15Cl2N,1,1,3,4.250400000000003,291.05815484,19,12.03,1.5793848711554448,0
890291,2-[[(1-allylbenzimidazol-2-yl)amino]methyl]phenol,C=CCN1C2=CC=CC=C2N=C1NCC3=CC=CC=C3O,C17H17N3O,4,2,5,3.5400000000000023,279.137162164,21,50.08,0.41932907348242815,0
60728915,N-(m-tolylmethyl)-1H-benzimidazol-2-amine,CC1=CC(=CC=C1)CNC2=NC3=CC=CC=C3N2,C15H15N3,2,2,3,3.4834200000000015,237.12659748,18,40.71,0.4421518054532056,0
1090104,1-ethyl-N-[(3-methoxyphenyl)methyl]benzimidazol-2-amine,CCN1C2=CC=CC=C2N=C1NCC3=CC(=CC=C3)OC,C17H19N3O,4,1,5,3.6769000000000016,281.152812228,21,39.08,0.5373592630501536,0
273577,N-benzyl-4-methyl-quinolin-2-amine,CC1=CC(=NC2=CC=CC=C12)NCC3=CC=CC=C3,C17H16N2,2,1,3,4.155320000000002,248.131348512,19,24.92,0.7624398073836276,0
127051777,"N2-[(4-fluorophenyl)methyl]quinazoline-2,4-diamine",C1=CC=C2C(=C1)C(=NC(=N2)NCC3=CC=C(C=C3)F)N,C15H13FN4,4,2,3,2.9631999999999996,268.112424636,20,63.83,0.31333228889237036,0
3878101,4-bromo-2-[[(3-hexyl-1H-benzimidazol-3-ium-2-yl)amino]methyl]phenolate,CCCCCC[N+]1=C(NC2=CC=CC=C21)NCC3=C(C=CC(=C3)Br)[O-],C20H24BrN3O,2,2,8,4.483900000000003,401.11027448799996,25,54.75999999999999,0.45653761869978093,0
1343138,"N-(1,3-benzothiazol-2-yl)-5-bromo-2-chloro-benzamide",C1=CC=C2C(=C1)N=C(S2)NC(=O)C3=C(C=CC(=C3)Br)Cl,C14H8BrClN2OS,3,1,2,4.964500000000001,365.922923656,20,41.99,0.47630388187663725,0
34014334,"N-[(3-methyl-2-thienyl)methyl]-1,3-benzoxazol-2-amine",CC1=C(SC=C1)CNC2=NC3=CC=CC=C3O2,C13H12N2OS,4,1,3,3.809820000000002,244.067034004,17,38.06,0.4466631634261692,0
5335626,2-hydroxy-5-iodo-N-[(E)-(3-methyl-2-thienyl)methyleneamino]benzamide,CC1=C(SC=C1)C=NNC(=O)C2=C(C=CC(=C2)I)O,C13H11IN2O2S,4,2,3,3.1306200000000017,385.958596592,19,61.69,0.3079915707570109,0
136912348,"2-(1,3-benzothiazol-2-yliminomethyl)-4,6-dichloro-phenol",C1=CC=C2C(=C1)N=C(S2)N=CC3=C(C(=CC(=C3)Cl)Cl)O,C14H8Cl2N2OS,4,1,2,5.059300000000002,321.973439236,20,45.480000000000004,0.4397537379067722,1
13018814,N-(2-pyridylmethyl)-1H-benzimidazol-2-amine,C1=CC=C2C(=C1)NC(=N2)NCC3=CC=CC=N3,C13H12N4,3,2,3,2.5700000000000003,224.106196384,17,53.6,0.3171641791044776,0
162786991,2-[1-(1H-benzimidazol-2-yl)ethylideneamino]phenol,CC(=NC1=CC=CC=C1O)C2=NC3=CC=CC=C3N2,C15H13N3O,3,2,2,3.409200000000001,251.105862036,19,61.27,0.3101028235678146,0
2807164,4-bromo-2-[(4-fluoroanilino)methyl]phenol,C1=CC(=CC=C1NCC2=C(C=CC(=C2)Br)O)F,C13H11BrFNO,2,2,3,3.9059000000000013,295.000804292,17,32.26,0.5269683818970862,0
12741818,"N-(cyclohexylmethyl)-1,3-benzothiazol-2-amine",C1CCC(CC1)CNC2=NC3=CC=CC=C3S2,C14H18N2S,3,1,3,4.2885000000000035,246.119069576,17,24.92,0.682182985553772,0
889581,2-[[(1-isopropylbenzimidazol-2-yl)amino]methyl]-5-methoxy-phenol,CC(C)N1C2=CC=CC=C2N=C1NCC3=C(C=C(C=C3)OC)O,C18H21N3O2,5,2,5,3.9435000000000033,311.163376912,23,59.31,0.3877929522846063,0
4863427,4-bromo-2-[(4-methylanilino)methyl]phenol,CC1=CC=C(C=C1)NCC2=C(C=CC(=C2)Br)O,C14H14BrNO,2,2,3,4.0752200000000025,291.02587616799997,17,32.26,0.5269683818970862,0
3163617,1-allyl-N-(2-furylmethyl)benzimidazol-2-amine,C=CCN1C2=CC=CC=C2N=C1NCC3=CC=CO3,C15H15N3O,4,1,5,3.4274000000000013,253.1215121,19,42.99,0.4419632472668062,0
3739678,"2-[[(1-allylbenzimidazol-2-yl)amino]methyl]-4,6-dibromo-phenol",C=CCN1C2=CC=CC=C2N=C1NCC3=C(C(=CC(=C3)Br)Br)O,C17H15Br2N3O,4,2,5,5.065000000000003,434.95818629999997,23,50.08,0.45926517571884984,1
956335,"N-[(4-fluorophenyl)methyl]-1,3-benzothiazol-2-amine",C1=CC=C2C(=C1)N=C(S2)NCC3=CC=C(C=C3)F,C14H11FN2S,3,1,3,4.047500000000001,258.062697572,18,24.92,0.7223113964686998,0
4181358,"N-(1H-benzimidazol-2-yl)-3,5-dibromo-2-hydroxy-benzamide",C1=CC=C2C(=C1)NC(=N2)NC(=O)C3=C(C(=CC(=C3)Br)Br)O,C14H9Br2N3O2,3,3,2,4.045800000000001,408.906150728,21,78.01,0.26919625689014226,0
9860014,"N-[2-(1-piperidyl)ethyl]-1,3-benzothiazol-2-amine",C1CCN(CC1)CCNC2=NC3=CC=CC=C3S2,C14H19N3S,4,1,4,3.1941000000000015,261.129968608,18,28.16,0.6392045454545454,0
5017914,4-bromo-2-[(4-methoxyanilino)methyl]phenol,COC1=CC=C(C=C1)NCC2=C(C=CC(=C2)Br)O,C14H14BrNO2,3,2,4,3.7754000000000016,307.020790788,18,41.489999999999995,0.4338394793926248,0
666666,"N-[(3-bromophenyl)methyl]-5,7-dimethyl-[1,2,4]triazolo[1,5-a]pyrimidin-2-amine",CC1=CC(=NC2=NC(=NN12)NCC3=CC(=CC=C3)Br)C,C14H14BrN5,5,1,3,3.1157400000000015,331.043257548,20,55.11,0.3629105425512611,0
118449744,"5-bromo-N-(5-bromo-1,3-benzothiazol-2-yl)-2-hydroxy-benzamide",C1=CC(=C(C=C1Br)C(=O)NC2=NC3=C(S2)C=CC(=C3)Br)O,C14H8Br2N2O2S,4,2,2,4.779200000000002,425.86732269600003,21,62.22,0.33751205400192863,0
2032611,"2-[(3-bromophenyl)methylamino]-5-methyl-1H-[1,2,4]triazolo[1,5-a]pyrimidin-7-one",CC1=CC(=O)N2C(=N1)N=C(N2)NCC3=CC(=CC=C3)Br,C13H12BrN5O,5,2,3,2.1006199999999993,333.022522104,20,75.08,0.26638252530633993,0
7342815,1-propyl-N-(p-tolylmethyl)benzimidazol-2-amine,CCCN1C2=CC=CC=C2N=C1NCC3=CC=C(C=C3)C,C18H21N3,3,1,5,4.366820000000003,279.17354767200004,21,29.85,0.7035175879396984,0
5027514,"2,4-dibromo-6-[[(3-hexyl-1H-benzimidazol-3-ium-2-yl)amino]methyl]phenolate",CCCCCC[N+]1=C(NC2=CC=CC=C21)NCC3=C(C(=CC(=C3)Br)Br)[O-],C20H23Br2N3O,2,2,8,5.246400000000004,479.020786556,26,54.75999999999999,0.4747991234477722,1
1599998,4-bromo-2-[[(3-nonyl-1H-benzimidazol-3-ium-2-yl)amino]methyl]phenol,CCCCCCCCC[N+]1=C(NC2=CC=CC=C21)NCC3=C(C=CC(=C3)Br)O,C23H31BrN3O+,2,3,11,6.286200000000006,444.16450113209,28,51.92999999999999,0.5391873676102447,1
1638889,"2,4-dibromo-6-[[(3-heptyl-1H-benzimidazol-3-ium-2-yl)amino]methyl]phenol",CCCCCCC[N+]1=C(NC2=CC=CC=C21)NCC3=C(C(=CC(=C3)Br)Br)O,C21H26Br2N3O+,2,3,9,6.268500000000005,494.04371307209,27,51.92999999999999,0.5199306759098787,1
4655887,"5,7-dimethyl-N-(p-tolylmethyl)-[1,2,4]triazolo[1,5-a]pyrimidin-2-amine",CC1=CC=C(C=C1)CNC2=NN3C(=CC(=NC3=N2)C)C,C15H17N5,5,1,3,2.6616600000000004,267.148395544,20,55.11,0.3629105425512611,0
136683335,1-[3-(1H-benzimidazol-2-ylazo)-4-hydroxy-phenyl]ethanone,CC(=O)C1=CC(=C(C=C1)O)N=NC2=NC3=CC=CC=C3N2,C15H12N4O2,5,2,3,3.8865000000000016,280.096025624,21,90.69999999999999,0.23153252480705624,0
33678359,"N-benzyl-6-ethyl-1,3-benzothiazol-2-amine",CCC1=CC2=C(C=C1)N=C(S2)NCC3=CC=CC=C3,C16H16N2S,3,1,4,4.470800000000003,268.103419512,19,24.92,0.7624398073836276,0
36405473,"N-[(1R)-1-phenylethyl]-1,3-benzoxazol-2-amine",CC(C1=CC=CC=C1)NC2=NC3=CC=CC=C3O2,C15H14N2O,3,1,3,4.000900000000002,238.110613068,18,38.06,0.4729374671571203,0
16488540,1-allyl-N-[(3-chlorophenyl)methyl]benzimidazol-2-amine,C=CCN1C2=CC=CC=C2N=C1NCC3=CC(=CC=C3)Cl,C17H16ClN3,3,1,5,4.487800000000003,297.10327519199996,21,29.85,0.7035175879396984,0
5223475,"N-[(4-bromophenyl)methyl]-1,3-benzothiazol-2-amine",C1=CC=C2C(=C1)N=C(S2)NCC3=CC=C(C=C3)Br,C14H11BrN2S,3,1,3,4.670900000000001,317.982631452,18,24.92,0.7223113964686998,0
1283328,"5-bromo-2-chloro-N-(5-chloro-6-methyl-1,3-benzothiazol-2-yl)benzamide",CC1=CC2=C(C=C1Cl)N=C(S2)NC(=O)C3=C(C=CC(=C3)Br)Cl,C15H9BrCl2N2OS,3,1,2,5.926320000000001,413.899601368,22,41.99,0.523934270064301,1
870407,1-propyl-N-(2-thienylmethyl)benzimidazol-2-amine,CCCN1C2=CC=CC=C2N=C1NCC3=CC=CS3,C15H17N3S,4,1,5,4.119900000000003,271.114318544,19,29.85,0.6365159128978224,0
163325514,"2,4-dibromo-6-[[(1-methylbenzimidazol-2-yl)amino]methyl]phenol;hydrochloride",CN1C2=CC=CC=C2N=C1NCC3=C(C(=CC(=C3)Br)Br)O.Cl,C15H14Br2ClN3O,4,2,3,4.837800000000003,444.91921394799994,22,50.08,0.43929712460063897,0
32678931,"N-(2-thienylmethyl)-1,3-benzothiazol-2-amine",C1=CC=C2C(=C1)N=C(S2)NCC3=CC=CS3,C12H10N2S2,4,1,3,3.969900000000001,246.02854032,16,24.92,0.6420545746388443,0
122226743,"(2S)-2-(1,3-benzothiazol-2-ylamino)-2-(2-chlorophenyl)acetonitrile",C1=CC=C(C(=C1)C(C#N)NC2=NC3=CC=CC=C3S2)Cl,C15H10ClN3S,4,1,3,4.626480000000002,299.028396,20,48.71,0.41059330732909055,0
130275021,5-bromo-N-(6-bromo-1H-benzimidazol-2-yl)-2-hydroxy-benzamide,C1=CC2=C(C=C1Br)NC(=N2)NC(=O)C3=C(C=CC(=C3)Br)O,C14H9Br2N3O2,3,3,2,4.045800000000002,408.906150728,21,78.01,0.26919625689014226,0
1572766,"methyl 2-[(3-bromobenzoyl)amino]-1,3-benzothiazole-6-carboxylate",COC(=O)C1=CC2=C(C=C1)N=C(S2)NC(=O)C3=CC(=CC=C3)Br,C16H11BrN2O3S,5,1,3,4.0977000000000015,389.967375312,23,68.28999999999999,0.3367989456728658,0
135813440,"4-chloro-2-(4,5,6,7-tetrahydro-1,3-benzothiazol-2-yliminomethyl)phenol",C1CCC2=C(C1)N=C(S2)N=CC3=C(C=CC(=C3)Cl)O,C14H13ClN2OS,4,1,2,4.1315000000000035,292.043711716,19,45.480000000000004,0.41776605101143355,0
139233588,"N-[(2,3,4,5-tetrafluorophenyl)methyl]quinoxalin-2-amine",C1=CC=C2C(=C1)N=CC(=N2)NCC3=CC(=C(C(=C3F)F)F)F,C15H9F4N3,3,1,3,3.798300000000001,307.07326016800005,22,37.81,0.5818566516794499,0
78837211,"N-[(3-fluorophenyl)methyl]-N-methyl-1,3-benzoxazol-2-amine",CN(CC1=CC(=CC=C1)F)C2=NC3=CC=CC=C3O2,C15H13FN2O,3,0,3,3.6033000000000026,256.101191256,19,29.270000000000003,0.6491288008199521,0
135421622,2-[(E)-1H-benzimidazol-2-yliminomethyl]-4-bromo-phenol,C1=CC=C2C(=C1)NC(=N2)N=CC3=C(C=CC(=C3)Br)O,C14H10BrN3O,3,2,2,3.7816000000000014,315.00072403999997,19,61.269999999999996,0.3101028235678146,0
3343849,"2,4-dichloro-6-(4,5,6,7-tetrahydro-1,3-benzothiazol-2-yliminomethyl)phenol",C1CCC2=C(C1)N=C(S2)N=CC3=C(C(=CC(=C3)Cl)Cl)O,C14H12Cl2N2OS,4,1,2,4.784900000000003,326.004739364,20,45.480000000000004,0.4397537379067722,0
3948747,1-methyl-N-[(5-methyl-2-furyl)methyl]benzimidazol-2-amine,CC1=CC=C(O1)CNC2=NC3=CC=CC=C3N2C,C14H15N3O,4,1,3,3.0868200000000012,241.1215121,18,42.99,0.418702023726448,0
2029519,"N-[(3-chlorophenyl)methyl]-5,7-dimethyl-[1,2,4]triazolo[1,5-a]pyrimidin-2-amine",CC1=CC(=NC2=NC(=NN12)NCC3=CC(=CC=C3)Cl)C,C14H14ClN5,5,1,3,3.0066400000000018,287.093773128,20,55.11,0.3629105425512611,0
797259,N-[(2-chlorophenyl)methyl]-1-ethyl-benzimidazol-2-amine,CCN1C2=CC=CC=C2N=C1NCC3=CC=CC=C3Cl,C16H16ClN3,3,1,4,4.3217000000000025,285.10327519199996,20,29.85,0.6700167504187604,0
5274058,ethyl 4-[(5-bromo-2-hydroxy-benzoyl)amino]benzoate,CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)Br)O,C16H14BrNO4,4,2,4,3.5837000000000026,363.01062002799995,22,75.63,0.29088985852175064,0
7266866,"N-(6-methyl-1,3-benzothiazol-2-yl)-3-methylsulfanyl-benzamide",CC1=CC2=C(C=C1)N=C(S2)NC(=O)C3=CC(=CC=C3)SC,C16H14N2OS2,4,1,3,4.578920000000003,314.054755068,21,41.99,0.5001190759704691,0
12225375,N-benzylquinolin-2-amine,C1=CC=C(C=C1)CNC2=NC3=CC=CC=C3C=C2,C16H14N2,2,1,3,3.8469000000000024,234.115698448,18,24.92,0.7223113964686998,0
137661443,"N-[(1R)-1-(3-chlorophenyl)ethyl]-5-methyl-oxazolo[4,5-b]pyridin-2-amine",CC1=NC2=C(C=C1)OC(=N2)NC(C)C3=CC(=CC=C3)Cl,C15H14ClN3O,4,1,3,4.357720000000002,287.082539748,20,50.95,0.39254170755642787,0
29546934,"N-[[3-(trifluoromethyl)phenyl]methyl]-1,3-benzothiazol-2-amine",C1=CC=C2C(=C1)N=C(S2)NCC3=CC(=CC=C3)C(F)(F)F,C15H11F3N2S,3,1,3,4.927200000000002,308.059504012,21,24.92,0.8426966292134831,0
709553,2-[[(1-isopropylbenzimidazol-2-yl)amino]methyl]phenol,CC(C)N1C2=CC=CC=C2N=C1NCC3=CC=CC=C3O,C17H19N3O,4,2,4,3.934900000000003,281.152812228,21,50.08,0.41932907348242815,0
747511,4-fluoro-N-(1-methylbenzimidazol-2-yl)benzamide,CN1C2=CC=CC=C2N=C1NC(=O)C3=CC=C(C=C3)F,C15H12FN3O,3,1,2,2.9647000000000014,269.096440224,20,46.92,0.42625745950554134,0
17832654,N-benzylquinazolin-2-amine,C1=CC=C(C=C1)CNC2=NC3=CC=CC=C3C=N2,C15H13N3,3,1,3,3.241900000000001,235.110947416,18,37.81,0.47606453319227715,0
2078825,"N-benzyl-6-methoxy-1,3-benzothiazol-2-amine",COC1=CC2=C(C=C1)N=C(S2)NCC3=CC=CC=C3,C15H14N2OS,4,1,4,3.9170000000000025,270.082684068,19,34.15,0.5563689604685212,0
7013068,1-allyl-N-[(4-chlorophenyl)methyl]benzimidazol-2-amine,C=CCN1C2=CC=CC=C2N=C1NCC3=CC=C(C=C3)Cl,C17H16ClN3,3,1,5,4.487800000000003,297.10327519199996,21,29.85,0.7035175879396984,0
924348,N-benzyl-1-propyl-benzimidazol-2-amine,CCCN1C2=CC=CC=C2N=C1NCC3=CC=CC=C3,C17H19N3,3,1,5,4.0584000000000024,265.157897608,20,29.85,0.6700167504187604,0
16488528,1-allyl-N-[(2-fluorophenyl)methyl]benzimidazol-2-amine,C=CCN1C2=CC=CC=C2N=C1NCC3=CC=CC=C3F,C17H16FN3,3,1,5,3.973500000000003,281.132825732,21,29.85,0.7035175879396984,0
1224054,4-bromo-2-[[(5-bromo-3-methyl-2-pyridyl)amino]methyl]phenol,CC1=CC(=CN=C1NCC2=C(C=CC(=C2)Br)O)Br,C13H12Br2N2O,3,2,3,4.232720000000002,369.9316372039999,18,45.150000000000006,0.3986710963455149,0
4322954,2-[[(5-chloro-2-pyridyl)amino]methyl]phenol,C1=CC=C(C(=C1)CNC2=NC=C(C=C2)Cl)O,C12H11ClN2O,3,2,3,3.052700000000001,234.055990652,16,45.150000000000006,0.3543743078626799,0
1047981,"3-bromo-N-(4,6-dimethyl-1,3-benzothiazol-2-yl)-4-methoxy-benzamide",CC1=CC(=C2C(=C1)SC(=N2)NC(=O)C3=CC(=C(C=C3)OC)Br)C,C17H15BrN2O2S,4,1,3,4.936540000000003,390.00376081999997,23,51.22,0.4490433424443577,0
135458810,"2-[(E)-1,3-benzothiazol-2-yliminomethyl]-4,6-dibromo-phenol",C1=CC=C2C(=C1)N=C(S2)N=CC3=C(C(=CC(=C3)Br)Br)O,C14H8Br2N2OS,4,1,2,5.277500000000002,409.872408076,20,45.480000000000004,0.4397537379067722,1
3620899,"5,7-dimethyl-N-(m-tolylmethyl)-[1,2,4]triazolo[1,5-a]pyrimidin-2-amine",CC1=CC(=CC=C1)CNC2=NN3C(=CC(=NC3=N2)C)C,C15H17N5,5,1,3,2.6616600000000004,267.148395544,20,55.11,0.3629105425512611,0
2966475,"5,7-dimethyl-N-(2-thienylmethyl)-[1,2,4]triazolo[1,5-a]pyrimidin-2-amine",CC1=CC(=NC2=NC(=NN12)NCC3=CC=CS3)C,C12H13N5S,6,1,3,2.41474,259.089166416,18,55.11,0.326619488296135,0
136239739,"4-(2-quinolylazo)benzene-1,3-diol",C1=CC=C2C(=C1)C=CC(=N2)N=NC3=C(C=C(C=C3)O)O,C15H11N3O2,5,2,2,4.061400000000003,265.085126592,20,78.07000000000001,0.2561803509670808,0
6481044,2-hydroxy-5-iodo-N-(5-methylisoxazol-3-yl)benzamide,CC1=CC(=NO1)NC(=O)C2=C(C=CC(=C2)I)O,C11H9IN2O3,4,2,2,2.545520000000001,343.965790148,17,75.36,0.22558386411889597,0
44274461,"3,5-dibromo-N-(6-chloro-1H-benzimidazol-2-yl)-2-hydroxy-benzamide",C1=CC2=C(C=C1Cl)NC(=N2)NC(=O)C3=C(C(=CC(=C3)Br)Br)O,C14H8Br2ClN3O2,3,3,2,4.699200000000001,442.867178376,22,78.01,0.28201512626586334,0
834422,"N-[(5-methyl-2-thienyl)methyl]-1,3-benzothiazol-2-amine",CC1=CC=C(S1)CNC2=NC3=CC=CC=C3S2,C13H12N2S2,4,1,3,4.278320000000002,260.044190384,17,24.92,0.682182985553772,0
28521895,"N-[(2-chlorophenyl)methyl]-1,3-benzothiazol-2-amine",C1=CC=C(C(=C1)CNC2=NC3=CC=CC=C3S2)Cl,C14H11ClN2S,3,1,3,4.561800000000002,274.03314703200004,18,24.92,0.7223113964686998,0
11998374,N-(4-bromophenyl)-2-hydroxy-5-iodo-benzamide,C1=CC(=CC=C1NC(=O)C2=C(C=CC(=C2)I)O)Br,C13H9BrINO2,2,2,2,4.011600000000001,416.886138628,18,49.33,0.3648895195621326,0
561438,"N-benzyl-[1,2,4]triazolo[4,3-b][1,2,4,5]tetrazin-6-amine",C1=CC=C(C=C1)CNC2=NN3C=NN=C3N=N2,C10H9N7,7,1,3,0.5263999999999998,227.09194328799998,17,80.89,0.21016194832488563,0
828729,N-(2-furylmethyl)-1-methyl-benzimidazol-2-amine,CN1C2=CC=CC=C2N=C1NCC3=CC=CO3,C13H13N3O,4,1,3,2.7784000000000004,227.105862036,17,42.99,0.3954408001860898,0
1306723,"2,4-dichloro-6-[[(1-isopropylbenzimidazol-2-yl)amino]methyl]phenol",CC(C)N1C2=CC=CC=C2N=C1NCC3=C(C(=CC(=C3)Cl)Cl)O,C17H17Cl2N3O,4,2,4,5.241700000000003,349.07486752399996,23,50.08,0.45926517571884984,1
42281706,"4,6-difluoro-N-(3-pyridylmethyl)-1,3-benzothiazol-2-amine",C1=CC(=CN=C1)CNC2=NC3=C(C=C(C=C3S2)F)F,C13H9F2N3S,4,1,3,3.581600000000001,277.048524728,19,37.81,0.5025125628140703,0
135458800,4-chloro-2-[(E)-C-methyl-N-(1-methylbenzimidazol-2-yl)carbonimidoyl]phenol,CC(=NC1=NC2=CC=CC=C2N1C)C3=C(C=CC(=C3)Cl)O,C16H14ClN3O,4,1,2,4.073000000000003,299.08253974799993,21,50.41,0.41658401110890697,0
1112818,ethyl 4-[(5-bromo-2-hydroxy-phenyl)methylamino]benzoate,CCOC(=O)C1=CC=C(C=C1)NCC2=C(C=CC(=C2)Br)O,C16H16BrNO3,4,2,5,3.9435000000000024,349.031355472,21,58.56,0.35860655737704916,0
135028587,"N-methyl-N-(p-tolylmethyl)-1,3-benzoxazol-2-amine",CC1=CC=C(C=C1)CN(C)C2=NC3=CC=CC=C3O2,C16H16N2O,3,0,3,3.7726200000000025,252.126263132,19,29.270000000000003,0.6491288008199521,0
5210304,(1-methylbenzimidazol-2-yl)-phenyl-diazene,CN1C2=CC=CC=C2N=C1N=NC3=CC=CC=C3,C14H12N4,4,0,2,3.9887000000000024,236.106196384,18,42.54,0.4231311706629055,0
1184473,"methyl 2-[(3-bromobenzoyl)amino]-4,5,6,7-tetrahydrobenzothiophene-3-carboxylate",COC(=O)C1=C(SC2=C1CCCC2)NC(=O)C3=CC(=CC=C3)Br,C17H16BrNO3S,4,1,3,4.428300000000003,393.003426472,23,55.4,0.4151624548736462,0
44406699,4-[(2-quinolylamino)methyl]phenol,C1=CC=C2C(=C1)C=CC(=N2)NCC3=CC=C(C=C3)O,C16H14N2O,3,2,3,3.5525000000000015,250.110613068,19,45.150000000000006,0.4208194905869324,0
22332116,N-[(3-bromophenyl)methyl]-1-propyl-benzimidazol-2-amine,CCCN1C2=CC=CC=C2N=C1NCC3=CC(=CC=C3)Br,C17H18BrN3,3,1,5,4.820900000000003,343.068409676,21,29.85,0.7035175879396984,0
10038206,"6-chloro-N-(4-pyridylmethyl)-1,3-benzoxazol-2-amine",C1=CC2=C(C=C1Cl)OC(=N2)NCC3=CC=NC=C3,C13H10ClN3O,4,1,3,3.4883000000000015,259.05123962,18,50.95,0.35328753680078506,0
929669,4-bromo-2-[[(4-methyl-2-pyridyl)amino]methyl]phenol,CC1=CC(=NC=C1)NCC2=C(C=CC(=C2)Br)O,C13H13BrN2O,3,2,3,3.4702200000000016,292.02112513599997,17,45.150000000000006,0.3765227021040974,0
715148,2-[(1H-benzimidazol-2-ylamino)methyl]-4-bromo-phenol,C1=CC=C2C(=C1)NC(=N2)NCC3=C(C=CC(=C3)Br)O,C14H12BrN3O,3,3,3,3.643100000000001,317.01637410399996,19,60.94,0.31178208073514935,0
10437133,"N-(3,4-dichlorophenyl)-2-hydroxy-3,5-diiodo-benzamide",C1=CC(=C(C=C1NC(=O)C2=C(C(=CC(=C2)I)I)O)Cl)Cl,C13H7Cl2I2NO2,2,2,2,5.160500000000001,532.794329824,20,49.33,0.40543279951348066,2
1956392,"2-[(2-chlorophenyl)methylamino]-5-methyl-1H-[1,2,4]triazolo[1,5-a]pyrimidin-7-one",CC1=CC(=O)N2C(=N1)N=C(N2)NCC3=CC=CC=C3Cl,C13H12ClN5O,5,2,3,1.9915199999999995,289.073037684,20,75.08,0.26638252530633993,0
78908920,"N-[(4-chlorophenyl)methyl]-6-methoxy-1,3-benzothiazol-2-amine",COC1=CC2=C(C=C1)N=C(S2)NCC3=CC=C(C=C3)Cl,C15H13ClN2OS,4,1,4,4.570400000000003,304.043711716,20,34.15,0.5856515373352855,0
7013069,N-[(4-bromophenyl)methyl]-1-isopropyl-benzimidazol-2-amine,CC(C)N1C2=CC=CC=C2N=C1NCC3=CC=C(C=C3)Br,C17H18BrN3,3,1,4,4.991800000000003,343.068409676,21,29.85,0.7035175879396984,0
2214945,"3-bromo-N-(4-chloro-1,3-benzothiazol-2-yl)-4-ethoxy-benzamide",CCOC1=C(C=C(C=C1)C(=O)NC2=NC3=C(S2)C=CC=C3Cl)Br,C16H12BrClN2O2S,4,1,4,5.363200000000003,409.949138404,23,51.22,0.4490433424443577,1
975900,N-[(4-chlorophenyl)methyl]-1-propyl-benzimidazol-2-amine,CCCN1C2=CC=CC=C2N=C1NCC3=CC=C(C=C3)Cl,C17H18ClN3,3,1,5,4.711800000000003,299.11892525599995,21,29.85,0.7035175879396984,0
14359122,"1,3-benzothiazol-2-yl(phenyl)diazene",C1=CC=C(C=C1)N=NC2=NC3=CC=CC=C3S2,C13H9N3S,4,0,2,4.711700000000002,239.051718288,17,37.61,0.4520074448285031,0
3511631,1-ethyl-N-(2-morpholinoethyl)benzimidazol-2-amine,CCN1C2=CC=CC=C2N=C1NCCN3CCOCC3,C15H22N4O,5,1,5,1.8002999999999998,274.179361324,20,42.32000000000001,0.4725897920604914,0
876278,"N2-benzylbenzimidazole-1,2-diamine",C1=CC=C(C=C1)CNC2=NC3=CC=CC=C3N2N,C14H14N4,4,2,3,2.3621999999999996,238.12184644799999,18,55.870000000000005,0.32217648111687847,0
2773160,1-methyl-2-styryl-benzimidazole,CN1C2=CC=CC=C2N=C1C=CC3=CC=CC=C3,C16H14N2,2,0,2,3.7437000000000022,234.115698448,18,17.82,1.0101010101010102,0
3987435,4-bromo-2-[[(3-propyl-1H-benzimidazol-3-ium-2-yl)amino]methyl]phenolate,CCC[N+]1=C(NC2=CC=CC=C21)NCC3=C(C=CC(=C3)Br)[O-],C17H18BrN3O,2,2,5,3.313600000000001,359.06332429599996,22,54.75999999999999,0.40175310445580725,0
33974472,"N-[(2-fluorophenyl)methyl]-6-methyl-imidazo[2,1-b][1,3,4]thiadiazol-2-amine",CC1=CN2C(=N1)SC(=N2)NCC3=CC=CC=C3F,C12H11FN4S,5,1,3,2.8504200000000015,262.068845572,18,42.22,0.4263382283278067,0
1418239,"N-[(3,4-dichlorophenyl)methyl]-1H-benzimidazol-2-amine",C1=CC=C2C(=C1)NC(=N2)NCC3=CC(=C(C=C3)Cl)Cl,C14H11Cl2N3,2,2,3,4.481800000000002,291.03300271200004,19,40.71,0.46671579464505036,0
